epoch,redundancy_score,mean_correlation,trace,condition_number
0,0.062489116564393044,0.00025357195651546743,0.1565967152516047,13007506.0
10,3.7673070381085076,0.003241007487910489,8.77886531750361,-55814612.166666664
20,3.7336454590161643,0.00326253823004663,8.715989490350088,-22543807.666666668
